Param 2 Return Timeframe,HUD CoC Number,2015,2016,2017,2018,2019,2020,2021
8%,AZ-500,,,,7.70%,,,
8%,LA-500,,,,,7.70%,,
8%,MN-509,,,7.70%,,,,
8%,NY-602,,,7.70%,,,,
8%,NM-501,,7.70%,,,,,
8%,AZ-502,7.80%,,,,,,
8%,FL-503,,,,,,,7.80%
8%,PA-504,,,,,,,7.80%
8%,TN-501,,,,,7.80%,,
8%,VA-604,,,,,,7.80%,
8%,NY-608,,7.80%,,,,,
8%,CA-604,7.80%,,,,,,
8%,TN-504,,,,7.80%,,,
8%,CA-503,7.80%,,,,,,
8%,NY-514,,7.80%,,,,,
8%,NJ-502,,,,7.80%,,,
8%,CA-604,,,,7.80%,,,
8%,CA-502,,,,,7.80%,,
8%,AL-504,,,,,,,7.80%
8%,FL-503,,7.90%,,,,,
8%,PA-603,,,,,,7.90%,
8%,KY-500,,,7.90%,,,,
8%,AK-501,7.90%,,,,,,
8%,MD-506,,,,,7.90%,,
8%,NC-501,,,,7.90%,,,
8%,NC-500,,,7.90%,,,,
8%,VA-604,,,,7.90%,,,
8%,NY-602,,7.90%,,,,,
8%,MD-601,,,,,,7.90%,
8%,AR-500,,,,7.90%,,,
8%,NC-505,,7.90%,,,,,
8%,OH-507,,,,,7.90%,,
8%,TX-503,,,7.90%,,,,
8%,CT-503,,7.90%,,,,,
8%,MD-503,,,,,,,7.90%
8%,NJ-515,,,,,7.90%,,
8%,PA-505,,,,7.90%,,,
8%,NM-500,7.90%,,,,,,
8%,PA-510,,,,7.90%,,,
8%,NE-500,,,7.90%,,,,
8%,CA-502,,,7.90%,,,,
8%,NJ-503,,,,,7.90%,,
8%,TX-503,,,,7.90%,,,
8%,GA-503,,,7.90%,,,,
8%,NY-606,,,,7.90%,,,
8%,PA-600,,8.00%,,,,,
8%,CA-512,,,8.00%,,,,
8%,MN-506,,,,,,,8.00%
8%,MD-500,8.00%,,,,,,
8%,AZ-500,,,,,8.00%,,
8%,CA-505,,,,,8.00%,,
8%,GA-501,,8.00%,,,,,
8%,OH-506,,,8.00%,,,,
8%,CA-523,,,,,8.00%,,
8%,OR-501,,,8.00%,,,,
8%,CA-512,,,,,,,8.00%
8%,NC-503,,,,,,,8.00%
8%,CA-604,,,,,,8.00%,
8%,OH-500,,,,,,8.00%,
8%,CA-614,,,8.00%,,,,
8%,IN-502,,8.00%,,,,,
8%,LA-500,,,,,,8.00%,
8%,CA-603,,,,,,8.00%,
8%,GA-504,,,,,8.00%,,
8%,CA-513,,8.00%,,,,,
8%,FL-605,,,8.10%,,,,
8%,AR-501,,,8.10%,,,,
8%,CA-603,,,,8.10%,,,
8%,LA-500,8.10%,,,,,,
8%,TX-603,,,,8.10%,,,
8%,GA-500,,,,,8.10%,,
8%,FL-512,,8.10%,,,,,
8%,IL-514,,,,,8.10%,,
8%,WA-508,,,,,8.10%,,
8%,NC-509,,,,,8.10%,,
8%,CO-504,8.10%,,,,,,
8%,IL-511,,8.10%,,,,,
8%,PA-511,,,,,,8.10%,
8%,GA-500,,,,8.10%,,,
8%,MA-503,,,,,8.10%,,
8%,CA-503,,,,,,8.10%,
8%,MI-500,,,,,8.10%,,
8%,AL-503,,,,,8.10%,,
8%,LA-507,,8.10%,,,,,
8%,ME-500,,,,,8.10%,,
8%,CT-505,,,,,,,8.10%
8%,SC-500,,8.20%,,,,,
8%,NY-507,,,,,,8.20%,
8%,IN-503,8.20%,,,,,,
8%,NC-507,8.20%,,,,,,
8%,NY-501,,,,,,,8.20%
8%,NH-501,,,,,8.20%,,
8%,NY-512,,,8.20%,,,,
8%,VA-604,,,,,8.20%,,
8%,NJ-509,,,8.20%,,,,
8%,MA-509,,,,,,8.20%,
8%,PA-603,,,8.20%,,,,
8%,VA-507,,,,,8.20%,,
8%,TX-603,,8.20%,,,,,
8%,NM-500,,8.20%,,,,,
8%,VA-603,,,8.20%,,,,
8%,OK-504,,,,,,,8.20%
8%,NY-604,,,,,,8.20%,
8%,FL-511,,,,8.20%,,,
8%,CA-505,8.30%,,,,,,
8%,CA-526,,,,,,,8.30%
8%,AL-503,,,,,,,8.30%
8%,NC-503,,8.30%,,,,,
8%,TX-601,,,,,8.30%,,
8%,LA-500,,8.30%,,,,,
8%,NC-503,8.30%,,,,,,
8%,OH-501,,,,,,,8.30%
8%,MI-517,,,8.30%,,,,
8%,NH-502,,8.30%,,,,,
8%,VA-514,8.30%,,,,,,
8%,OH-500,,,,8.30%,,,
8%,MO-604K,8.30%,,,,,,
8%,CA-500,,,,,8.30%,,
8%,OH-500,,,,,8.30%,,
8%,TX-607,,8.30%,,,,,
8%,AR-508,,,,,8.30%,,
8%,CA-520,,,8.30%,,,,
8%,FL-505,,,,,8.30%,,
8%,FL-606,,8.30%,8.30%,,,,
8%,MO-503,,,8.30%,,,,
8%,NC-513,,,,8.30%,,,
8%,ND-500,,8.30%,,,,,
8%,NH-501,,,,,,8.30%,
8%,NJ-506,,,,8.30%,,,
8%,LA-502,,,,,,,8.40%
8%,OH-507,8.40%,,,,,,
8%,WI-500,8.40%,,,,,,
8%,CA-500,,,,,,,8.40%
8%,OH-504,,,,8.40%,,,
8%,KS-502,,,,,,,8.40%
8%,VA-603,8.40%,,,,,,
8%,GA-500,,8.40%,,,,,
8%,CA-509,,,8.40%,,,,
8%,IL-503,8.40%,,,,,,
8%,NY-602,,,,8.40%,,,
8%,NE-500,,8.40%,,,,,
8%,MN-500,,,8.40%,,,,
8%,VA-514,,,,,8.40%,,
8%,NC-504,,,8.40%,,,,
8%,AR-503,,8.50%,,,,,
8%,NY-510,,,,,,,8.50%
8%,CA-502,,8.50%,,,,,
8%,MN-506,,,8.50%,,,,
8%,NC-501,,,,,8.50%,,
8%,OH-505,,,,8.50%,,,
8%,PR-503,,,,,,,8.50%
8%,MA-503,,,,8.50%,,,
8%,CA-510,,,8.50%,,,,
8%,NE-502,,,,8.50%,,,
8%,WI-500,,8.50%,,,,,
8%,NH-502,,,,8.50%,,,
9%,ID-501,,,,,,8.50%,
9%,PA-504,,,,,8.50%,,
9%,OK-501,,,8.50%,,,,
9%,FL-511,,,,,8.50%,,
9%,GA-505,,,8.50%,,,,
9%,MA-515,8.50%,,,,,,
9%,IL-511,,,,,,8.50%,
9%,MD-503,,8.50%,,,,,
9%,NY-603,,,,,,,8.50%
9%,NY-608,8.50%,,,,,,
9%,OH-500,,8.60%,,,,,
9%,CA-612,,8.60%,,,,,
9%,TX-604,,,,,,,8.60%
9%,WV-508,,,,,,8.60%,
9%,MI-509,,,,8.60%,,,
9%,AR-500,,8.60%,,,,,
9%,MI-500,8.60%,,,,,,
9%,OR-501,,8.60%,,,,,
9%,OH-500,,,,,,,8.60%
9%,MI-504,,,,,8.60%,,
9%,NM-500,,,8.60%,,,,
9%,MN-501,,,,,,8.60%,
9%,KS-502,,,,,8.60%,,
9%,MD-503,,,,,8.60%,,
9%,NC-500,,,,8.60%,,,
9%,PR-502,,,8.60%,,,,
9%,FL-509,,,,,,8.60%,
9%,CA-505,,8.60%,,,,,
9%,PA-512,8.60%,,,,,,
9%,CA-613,,8.60%,,,,,
9%,WV-500,,,,,8.60%,,
9%,MD-511,,,,,,8.60%,
9%,SD-500,,,8.60%,,,,
9%,KY-502,8.60%,,,,,,
9%,MI-500,,,,,,8.60%,
9%,SC-500,,,,,,,8.60%
9%,MI-506,,,,,,,8.70%
9%,NC-502,,,8.70%,,,,
9%,CA-500,,,8.70%,,,,
9%,CA-521,,,8.70%,,,,
9%,OH-506,,8.70%,,,,,
9%,NC-506,,,,,8.70%,,
9%,NC-509,8.70%,,,,,,
9%,OR-500,,,8.70%,,,,
9%,WA-500,,,,,8.70%,,
9%,NY-600,,,,,,,8.70%
9%,NY-603,8.70%,,,,,,
9%,IL-515,8.70%,,,,,,
9%,VA-514,,8.70%,,,,,
9%,MI-511,,,8.70%,,,,
9%,ME-500,,,,8.70%,,,
9%,IA-501,8.70%,,,,,,
9%,MI-500,,,,,,,8.70%
9%,WA-500,,,,,,,8.70%
9%,NY-500,,,8.80%,,,,
9%,CA-526,,,,,,8.80%,
9%,OK-500,,,,,,,8.80%
9%,NY-500,8.80%,,,,,,
9%,PR-503,,,,,8.80%,,
9%,VA-503,,,,8.80%,,,
9%,CA-502,,,,,,,8.80%
9%,PA-512,,,,,,8.80%,
9%,MI-502,,,,,,8.80%,
9%,NY-508,,,,8.80%,,,
9%,MI-506,,,,,,8.80%,
9%,FL-504,,,8.80%,,,,
9%,KY-502,,,,,,,8.80%
9%,FL-606,,,,8.80%,,,
9%,AR-503,,,8.80%,,,,
9%,MA-502,,,,,8.80%,,
9%,MI-509,,,8.80%,,,,
9%,NY-601,,8.80%,,,,,
9%,TX-500,,,,8.90%,,,
9%,WI-502,8.90%,,,,,,
9%,SC-500,,,,,,8.90%,
9%,VA-514,,,,8.90%,,,
9%,VA-603,,,,,,,8.90%
9%,ME-500,,,,,,,8.90%
9%,SC-500,,,,,8.90%,,
9%,SC-500,,,8.90%,,,,
9%,ND-500,,,8.90%,,,,
9%,ID-501,,,,,,,8.90%
9%,NC-504,,,,,,8.90%,
9%,NY-507,,,,,,,8.90%
9%,CA-504,,,,,,8.90%,
9%,NC-500,,,,,,,8.90%
9%,AL-504,,,,,8.90%,,
9%,MD-511,,8.90%,,,,,
9%,IL-514,,8.90%,,,,,
9%,UT-504,,,,,,,8.90%
9%,OK-500,,8.90%,,,,,
9%,MI-518,,,,8.90%,,,
9%,OK-506,,8.90%,,,,,
9%,NY-511,,,,,,,8.90%
9%,CA-512,,9.00%,,,,,
9%,AR-500,9.00%,,,,,,
9%,FL-513,,,,9.00%,,,
9%,NY-520,,,,,9.00%,,
9%,AL-503,,9.00%,,,,,
9%,SC-502,,9.00%,,,,,
9%,OK-505,,,,,9.00%,,
9%,IL-510,9.00%,,,,,,
9%,FL-514,,9.00%,,,,,
9%,OH-507,,,,,,9.00%,
9%,GA-505,,9.00%,,,,,
9%,SD-500,,,,,9.00%,,
9%,CA-503,,,,,,,9.00%
9%,NY-604,,,,,9.00%,,
9%,MI-500,,,9.00%,,,,
9%,CA-608,,,,9.00%,,,
9%,FL-503,,,9.00%,,,,
9%,MO-600,,,,,9.00%,,
9%,FL-605,,,,9.10%,,,
9%,ND-500,,,,,9.10%,,
9%,MI-504,,,9.10%,,,,
9%,NC-500,,,,,,9.10%,
9%,IA-501,,,,,,9.10%,
9%,NY-500,,,,,9.10%,,
9%,NY-508,,9.10%,,,,,
9%,AL-506,,,,,,,9.10%
9%,MD-509,,,,,,,9.10%
9%,MI-515,,9.10%,,,,,
9%,NJ-502,,,,,,9.10%,
9%,VA-602,9.10%,,,,,,
9%,DE-500,,,,,,9.10%,
9%,NJ-506,,,,,,,9.10%
9%,CA-515,,,,9.10%,,,
9%,IL-514,,,,,,,9.10%
9%,PA-605,,,,,,9.10%,
9%,FL-504,,,,,9.10%,,
9%,FL-511,,,,,,9.10%,
9%,CA-502,9.20%,,,,,,
9%,FL-515,,,,9.20%,,,
9%,HI-500,,,,,9.20%,,
9%,CA-504,,,,9.20%,,,
9%,VA-505,,,,,,9.20%,
9%,MN-509,,,,,9.20%,,
9%,NY-608,,,,9.20%,,,
9%,SC-503,9.20%,,,,,,
9%,WA-500,,,,,,9.20%,
9%,OH-500,,,9.20%,,,,
9%,OH-503,,,9.20%,,,,
9%,FL-513,,,,,9.20%,,
9%,NV-502,,9.30%,,,,,
9%,PA-505,9.30%,,,,,,
9%,AR-503,,,,,,,9.30%
9%,TN-504,,,,,9.30%,,
9%,IN-500,,9.30%,,,,,
9%,OK-505,,,,,,,9.30%
9%,AR-508,,,,,,9.30%,
9%,CT-503,,,,,,9.30%,
9%,FL-519,,,,,,9.30%,
9%,MI-500,,9.30%,,,,,
9%,MI-508,,,,9.30%,,,
9%,AL-501,,9.30%,,,,,
9%,VA-603,,,,,9.30%,,
9%,VI-500,,,9.30%,,,9.30%,
9%,DE-500,,9.30%,,,,,
9%,TX-600,,,,,,9.30%,
9%,PA-500,,,,,,,9.30%
9%,NY-602,,,,,9.30%,,
9%,CA-522,9.30%,,,,,,
9%,IL-511,,,,,9.30%,,
9%,MI-507,,,,,,,9.30%
9%,PA-506,,,,9.30%,,,
9%,RI-500,,,,,,9.30%,
9%,NH-501,,9.30%,,,,,
9%,CA-513,,,9.40%,,,,
9%,CA-506,,,,,,9.40%,
9%,NH-502,,,,,,,9.40%
9%,IL-520,,,,,,,9.40%
9%,OK-505,,,9.40%,,,,
9%,GA-507,,,,,,9.40%,
9%,IL-506,,,,9.40%,,,
9%,CA-519,,,,,,,9.40%
9%,CT-503,,,,,9.40%,,
9%,MI-507,,,,,,9.40%,
9%,SC-503,,,,9.40%,,,
9%,CT-505,,,,9.40%,,,
9%,OR-501,,,,,,9.40%,
9%,NJ-500,,,,9.40%,,,
9%,TX-611,,,,,,9.40%,
9%,TX-607,9.40%,,,,,,
9%,CA-504,,,,,9.50%,,
9%,NY-507,,,,,9.50%,,
9%,MI-504,,,,,,,9.50%
9%,FL-603,,,,9.50%,,,
9%,MN-500,,,,,,9.50%,
9%,MI-518,,,9.50%,,,,
9%,CA-517,,,,,,,9.50%
9%,OK-506,9.50%,,,,,,
9%,NY-603,,,,,,9.50%,
10%,MI-511,,9.50%,,,,,
10%,PA-512,,,,,,,9.50%
10%,OH-500,9.50%,,,,,,
10%,OR-501,,,,,,,9.50%
10%,VA-503,9.50%,,,,,,
10%,IN-502,,,9.50%,,,,
10%,MI-506,,9.50%,,,,,
10%,CA-512,9.50%,,,,,,
10%,MI-506,9.50%,,,,,,
10%,MA-500,,,9.50%,,,,
10%,NY-601,,,,,,9.50%,
10%,MD-506,,,,,,,9.60%
10%,NM-500,,,,,,9.60%,
10%,WV-501,,,,,,,9.60%
10%,PA-505,,,9.60%,,,,
10%,MA-511,,,,9.60%,,,
10%,CA-511,,9.60%,,,,,
10%,CA-507,,9.60%,,,,,
10%,OH-504,,,,,9.60%,,
10%,OH-507,,,,,,,9.60%
10%,CO-504,,9.60%,,,,,
10%,VA-600,,9.60%,,,,,
10%,OK-500,,,,,,9.60%,
10%,WI-502,,,,,,,9.60%
10%,PA-605,,,,,,,9.60%
10%,CT-505,,,,,,9.60%,
10%,OK-501,,,,,9.60%,,
10%,CA-503,,9.60%,,,,,
10%,TX-700,,,9.60%,,,,
10%,VA-603,,,,9.60%,,,
10%,MI-517,9.60%,,,,,,
10%,OH-503,,9.60%,,,,,
10%,IL-501,,,,,,9.70%,
10%,MD-511,,,9.70%,,,,
10%,NJ-509,,,,,9.70%,,
10%,FL-600,,,,,,9.70%,
10%,OH-503,,,,9.70%,,,
10%,CA-520,,,,,9.70%,,
10%,CA-530,,,9.70%,,,,
10%,IL-519,,,,9.70%,,,
10%,OK-506,,,,,,,9.70%
10%,IL-511,,,,9.70%,,,
10%,NC-501,9.70%,,,,,,
10%,NM-500,,,,,9.70%,,
10%,OR-501,,,,,9.70%,,
10%,OR-501,9.70%,,,,,,
10%,NY-508,,,,,,9.70%,
10%,IL-507,,9.70%,,,,,
10%,NC-502,9.70%,,,,,,
10%,CA-608,,,9.70%,,,,
10%,MD-503,,,,9.70%,,,
10%,IN-502,9.70%,,,,,,
10%,MI-503,9.70%,,,,,,
10%,FL-501,,,,,9.70%,,
10%,OK-501,,,,,,,9.70%
10%,WA-508,,,,,,,9.70%
10%,MA-502,,,,9.70%,,,
10%,FL-501,,9.80%,,,,,
10%,WI-503,,9.80%,,,,,
10%,AR-501,,9.80%,,,,,
10%,FL-504,,,,9.80%,,,
10%,NC-506,,,,,,9.80%,
10%,FL-512,9.80%,,,,,,
10%,NH-500,,,,,,,9.80%
10%,CA-517,,,,,9.80%,,
10%,RI-500,,,9.80%,,,,
10%,NY-600,,,,,,9.80%,
10%,TX-503,,,,,,,9.80%
10%,IL-515,,9.80%,,,,,
10%,NY-500,,,,,,9.80%,
10%,CT-503,,,,,,,9.80%
10%,CA-608,,,,,,,9.80%
10%,NY-523,,9.90%,,,,,
10%,WV-508,,,,,9.90%,,
10%,AZ-501,,,,,,,9.90%
10%,CA-510,,,,,,,9.90%
10%,CA-505,,,,,,,9.90%
10%,IL-511,,,9.90%,,,,
10%,NV-500,,,,9.90%,,,
10%,VA-500,,9.90%,,,,,
10%,PR-502,,,,,9.90%,,
10%,MD-506,,,,,,9.90%,
10%,MI-518,9.90%,,,,,,
10%,MN-506,,,,,,9.90%,
10%,TX-701,9.90%,,,,,,
10%,NY-523,,,9.90%,,,,
10%,MI-504,,9.90%,,,,,
10%,MI-511,9.90%,,,,,,
10%,MI-505,,,,,9.90%,,
10%,OH-504,9.90%,,,,,,
10%,FL-514,9.90%,,,,,,
10%,PA-600,,,,,,,9.90%
10%,MI-513,,,,9.90%,,,
10%,VA-500,9.90%,,,,,,
10%,VA-502,,,9.90%,,,,
10%,AZ-500,,9.90%,,,,,
10%,NC-509,,10.00%,,,,,
10%,TX-500,,,,,,10.00%,
10%,NY-508,,,,,10.00%,,
10%,CA-503,,,10.00%,,,,
10%,MA-506,,,10.00%,,,,
10%,NC-505,,,10.00%,,,,
10%,WV-508,,10.00%,,,,,
10%,OH-505,,,10.00%,,,,
10%,CA-613,10.00%,,,,,,
10%,LA-509,,,,10.00%,,,
10%,NC-513,,,,,10.00%,,
10%,NH-502,,,,,,10.00%,
10%,TX-500,,,,,,,10.00%
10%,MO-600,,,,,,,10.00%
10%,IN-500,10.00%,,,,,,
10%,FL-507,,,,,,10.00%,
10%,MI-518,,10.00%,,,,,
10%,PA-504,,,,,,10.00%,
10%,FL-507,,10.00%,,,,,
10%,KS-502,10.00%,,,,,,
10%,WA-508,,10.00%,,,,,
10%,KS-502,,,,,,10.00%,
10%,CO-504,,,,10.10%,,,
10%,CA-608,,,,,10.10%,,
10%,GA-504,,,,10.10%,,,
10%,LA-503,10.10%,,,,,,
10%,NE-500,,,,,,,10.10%
10%,FL-509,,,,,10.10%,,
10%,OH-508,,,,,,,10.10%
10%,CA-512,,,,,,10.10%,
10%,FL-602,,,,,,,10.10%
10%,CA-601,,,,,10.10%,,
10%,NY-500,,,,10.10%,,,
10%,FL-504,10.10%,,,,,,
10%,CO-504,,,10.10%,,,,
10%,CA-530,,,,,,10.10%,
10%,MD-504,,,10.10%,,,,
10%,FL-508,,,,10.10%,,,
10%,RI-500,,,,,10.10%,,
10%,NC-501,,,10.10%,,,,
10%,CT-505,,,10.10%,,,,
10%,OH-505,,,,,,10.10%,
10%,CA-512,,,,,10.10%,,
10%,KS-502,,,10.20%,,,,
10%,IL-510,,,,10.20%,,,
10%,TN-509,10.20%,,,,,,
10%,VA-602,,,,,,,10.20%
10%,WV-500,,,,,,,10.20%
10%,PA-605,,10.20%,,,,,
10%,UT-503,,,,10.20%,,,
10%,PR-502,,,,10.20%,,,
10%,OH-506,10.20%,,,,,,
10%,MI-518,,,,,,10.20%,
10%,AZ-502,,10.20%,,,,,
10%,FL-507,10.20%,,,,,,
10%,DE-500,,,10.30%,,,,
10%,SC-502,,,,,,,10.30%
10%,TN-502,,,,,10.30%,,
10%,MA-500,10.30%,,,,,,
10%,TX-600,,,,10.30%,,,
10%,MI-507,10.30%,,,,,,
10%,NV-500,,10.30%,,,,,
10%,OR-503,,,10.30%,,,,
10%,CA-608,10.30%,,,,,,
10%,OK-501,,,,,,10.30%,
10%,MO-604M,,,,,10.30%,,
10%,MO-604M,,,10.30%,,,,
10%,VA-602,,,,10.30%,,,
10%,NC-505,,,,,10.30%,,
10%,OK-505,,,,,,10.40%,
10%,NC-506,10.40%,,,,,,
10%,LA-502,,,,,,10.40%,
10%,IA-501,,,,,,,10.40%
10%,OH-508,,,,10.40%,,,
10%,NV-501,,,,,,10.40%,
10%,NC-504,10.40%,,,,,,
10%,NC-516,,,,,,10.40%,
10%,DE-500,,,,10.40%,,,
10%,NH-502,,,,,10.40%,,
10%,PA-512,,,10.40%,,,,
10%,IL-507,,,,,10.40%,,
10%,OH-506,,,,,,,10.40%
10%,PA-605,10.40%,,,,,,
10%,IL-501,,,,,,,10.40%
10%,OR-500,,10.40%,,,,,
10%,MD-513,10.40%,,,,,,
10%,IL-520,,,,10.40%,,,
10%,CO-503,,10.40%,,,,,
10%,IN-503,,,,,10.40%,,
10%,NY-500,,,,,,,10.40%
10%,IL-518,,,,,,,10.40%
10%,NC-504,,,,,,,10.40%
10%,MD-513,,10.40%,,,,,
10%,AR-503,,,,10.50%,,,
10%,HI-501,,,10.50%,,,,
10%,OR-500,,,,,,,10.50%
10%,CO-504,,,,,,10.50%,
10%,UT-504,,,,,,10.50%,
10%,WA-508,,,10.50%,,,,
10%,CA-510,,,,,,10.50%,
10%,LA-502,,10.50%,,,,,
10%,VA-601,,,,,10.50%,,
10%,MD-513,,,,,,10.50%,
10%,WI-502,,,,10.50%,,,
10%,WA-503,,,,,10.50%,,
11%,MI-503,,,10.50%,,,,
11%,MN-508,,,,,10.50%,,
11%,TX-603,,,,,10.50%,,
11%,NY-514,,,,,,10.50%,
11%,OK-501,10.50%,,,,,,
11%,CA-500,,10.50%,,,,,
11%,MO-604M,,,,10.50%,,,
11%,IL-510,,10.50%,,,,,
11%,TX-603,,,,,,,10.50%
11%,CA-604,,,10.50%,,,,
11%,MD-503,10.60%,,,,,,
11%,NY-601,,,,,10.60%,,
11%,NE-500,,,,,,10.60%,
11%,FL-508,,,,,,10.60%,
11%,MI-504,,,,10.60%,,,
11%,IL-502,,,,,,,10.60%
11%,CA-613,,,10.60%,,,,
11%,SC-502,,,,,,10.60%,
11%,CA-500,10.60%,,,,,,
11%,NC-507,,,10.60%,,,,
11%,VA-504,,,,,10.60%,,
11%,FL-507,,,10.60%,,,,
11%,NE-500,10.70%,,,,,,
11%,KS-507,,,,10.70%,,,
11%,VA-500,,,,,10.70%,,
11%,CO-503,10.70%,,,,,,
11%,IL-502,,,,10.70%,,,
11%,CO-500,,,,,,,10.70%
11%,LA-502,,,,10.70%,,,
11%,OH-503,,,,,10.70%,,
11%,FL-500,,,,10.70%,,,
11%,NJ-503,,,10.70%,,,,
11%,AZ-501,,,,,,10.70%,
11%,AZ-502,,,,,,,10.70%
11%,IL-502,,,,,10.70%,,
11%,OH-505,10.70%,,,,,,
11%,FL-514,,,,,,,10.80%
11%,NY-523,,,,10.80%,,,
11%,CA-511,,,10.80%,,,,
11%,AR-503,10.80%,,,,,,
11%,NC-504,,10.80%,,,,,
11%,VA-514,,,,,,10.80%,
11%,AR-505,,,,,,,10.80%
11%,MD-504,,,,,,10.80%,
11%,OH-505,,10.80%,,,,,
11%,CA-513,,,,,,,10.80%
11%,UT-500,,10.80%,,,,,
11%,WV-508,,,,,,,10.90%
11%,AL-504,,,10.90%,,,,
11%,OR-500,,,,,10.90%,,
11%,IL-511,10.90%,,,,,,
11%,CA-524,,,,,,,10.90%
11%,OK-501,,,,10.90%,,,
11%,OR-501,,,,10.90%,,,
11%,IL-502,,,10.90%,,,,
11%,IL-510,,,10.90%,,,,
11%,AZ-502,,,10.90%,,,,
11%,AZ-501,,10.90%,,,,,
11%,NJ-506,10.90%,,,,,,
11%,NY-600,,,,11.00%,,,
11%,NY-602,,,,,,,11.00%
11%,MD-601,,,,,,,11.00%
11%,OH-504,,11.00%,,,,,
11%,MI-501,,,,,,11.00%,
11%,NV-501,,,,,,,11.00%
11%,RI-500,,,,,,,11.00%
11%,CT-505,11.00%,,,,,,
11%,CA-603,,,11.00%,,,,
11%,NM-501,,,,,,,11.00%
11%,NJ-506,,11.00%,,,,,
11%,WI-500,,,11.10%,,,,
11%,IA-502,,,11.10%,,,,
11%,MI-501,,,,11.10%,,,
11%,CT-505,,11.10%,,,,,
11%,AR-503,,,,,11.10%,,
11%,AK-500,,,,11.10%,,,
11%,NJ-506,,,,,11.10%,,
11%,OH-505,,,,,,,11.10%
11%,NY-523,,,,,11.10%,,
11%,FL-600,,,,,,,11.10%
11%,IL-516,,,,,11.10%,,
11%,IL-520,,,11.10%,,,,
11%,MI-517,,,,,,11.10%,
11%,NC-504,,,,,11.10%,,
11%,OK-504,,,11.10%,,11.10%,,
11%,PA-503,,11.10%,,,,,
11%,VA-601,,,,,,11.10%,
11%,MD-513,,,11.10%,,,,
11%,NY-602,,,,,,11.10%,
11%,NY-608,,,11.10%,,,,
11%,VA-601,,,,,,,11.10%
11%,VA-601,,,11.20%,,,,
11%,CA-601,,,,,,,11.20%
11%,NY-508,,,,,,,11.20%
11%,FL-500,,11.20%,,,,,
11%,OH-504,,,11.20%,,,,
11%,FL-506,,11.20%,,,,,
11%,CA-603,,,,,11.20%,,
11%,MD-513,,,,11.20%,,,
11%,PA-503,,,,,,,11.20%
11%,IL-506,,,,,11.20%,,
11%,TX-700,,11.20%,,,,,
11%,MI-519,,,,,,,11.20%
11%,LA-508,,11.20%,,,,,
11%,CA-509,,,,11.20%,,,
11%,MI-517,,11.20%,,,,,
11%,NV-500,,,,,11.20%,,
11%,MI-501,,,,,,,11.20%
11%,RI-500,,,,11.20%,,,
11%,FL-508,,,11.30%,,,,
11%,TX-700,,,,,,,11.30%
11%,VA-514,,,,,,,11.30%
11%,CA-510,,,,11.30%,,,
11%,GA-507,,,,11.30%,,,
11%,NC-507,,,,,,,11.30%
11%,MI-508,,,,,,11.30%,
11%,CA-515,,,,,11.30%,,
11%,CA-518,,11.30%,,,,,
11%,GA-500,,,,,,11.30%,
11%,FL-507,,,,,11.30%,,
11%,KS-507,,,,,11.30%,,
11%,TN-502,11.40%,,,,,,
11%,AZ-501,,,,,11.40%,,
11%,AL-501,,,11.40%,,,,
11%,VA-503,,,,,11.40%,,
11%,NE-501,11.40%,,,,,,
11%,NM-500,,,,,,,11.40%
11%,WV-508,,,11.40%,,,,
11%,NJ-509,,,,,,11.40%,
11%,CA-511,,,,,,11.40%,
11%,RI-500,11.40%,,,,,,
11%,PA-512,,11.40%,,,,,
11%,PA-503,,,,,11.40%,,
11%,MI-507,,,11.40%,,,,
11%,IA-502,,,,,11.40%,,
11%,KS-505,,11.40%,,,,,
11%,AZ-502,,,,,,11.40%,
11%,NY-508,11.40%,,,,,,
11%,SD-500,,,,11.40%,,,
11%,NE-501,,,,,,11.40%,
11%,VA-500,,,,11.50%,,,
11%,AL-503,,,,,,11.50%,
11%,MD-601,,11.50%,,,,,
11%,MI-501,,,,,11.50%,,
11%,NC-507,,11.50%,,,,,
11%,CA-504,,11.50%,,,,,
11%,FL-515,,11.50%,,,,,
11%,TN-503,,,,,,11.50%,
11%,WV-501,,,11.50%,,,,
11%,KS-507,,11.50%,,,,,
12%,AL-501,11.50%,,,,,,
12%,CA-500,,,,,,11.50%,
12%,WI-501,,,,,,,11.50%
12%,NY-514,11.50%,,,,,,
12%,OH-503,,,,,,11.50%,
12%,NY-600,,,,,11.60%,,
12%,OH-506,,,,,,11.60%,
12%,WA-503,,,,,,,11.60%
12%,OR-503,11.60%,,,,,,
12%,TX-500,,,,,11.70%,,
12%,KS-507,11.70%,,,,,,
12%,AR-508,,11.70%,,,,,
12%,FL-507,,,,11.70%,,,
12%,NJ-515,,,,,,,11.70%
12%,KS-502,,,,11.70%,,,
12%,DE-500,,,,,11.70%,,
12%,CA-515,,,,,,,11.70%
12%,AZ-502,,,,11.70%,,,
12%,MN-500,,,,,,,11.70%
12%,FL-603,11.70%,,,,,,
12%,VA-602,,,,,11.70%,,
12%,TX-700,,,,,11.70%,,
12%,WI-500,,,,,,,11.70%
12%,NE-501,,,11.70%,,,,
12%,GA-507,,,,,11.70%,,
12%,VA-514,,,11.80%,,,,
12%,NJ-506,,,11.80%,,,,
12%,AL-503,11.80%,,,,,,
12%,VA-502,,,,,11.80%,,
12%,KY-502,,,,,,11.80%,
12%,WI-503,,,11.90%,,,,
12%,VA-500,,,11.90%,,,,
12%,MD-513,,,,,,,11.90%
