Param 2 Return Timeframe,HUD CoC Number,2015,2016,2017,2018,2019,2020,2021
12%,CT-503,,12.00%,,,,,
12%,MI-506,,,,12.00%,,,
12%,MI-500,,,,,12.00%,,
12%,CA-502,,,,,,12.00%,
12%,CA-522,,,,,,12.00%,
12%,CA-505,12.00%,,,,,,
12%,FL-605,,,,,,12.00%,
12%,NY-604,,,,,,12.10%,
12%,NY-600,,,,,,,12.10%
12%,CA-513,,12.10%,,,,,
12%,NY-501,,,,,,,12.10%
12%,NC-516,,,,,,,12.10%
12%,AZ-500,,,,12.10%,,,
12%,TN-504,,,,12.10%,,,
12%,GA-501,,12.10%,,,,,
12%,MI-500,,,,12.10%,,,
12%,UT-504,,,,,,12.10%,
12%,MI-515,,,,12.10%,,,
12%,CA-503,,,,,12.10%,,
12%,KY-502,12.10%,,,,,,
12%,IA-501,,,12.10%,,,,
12%,MI-508,,,,,12.10%,,
12%,VA-602,12.10%,,,,,,
12%,PA-504,,,12.10%,,,,
12%,FL-513,,,,12.10%,,,
12%,MO-600,,,,,12.10%,,
12%,OK-505,,,12.20%,,,,
12%,AL-504,,,,12.20%,,,
12%,CA-503,,,,12.20%,,,
12%,MD-503,,,,,12.20%,,
12%,AR-500,,,,12.20%,,,
12%,NY-606,,,12.20%,,,,
12%,ME-500,,,,,12.20%,,
12%,NE-500,,,,12.20%,,,
12%,CA-509,,12.20%,,,,,
12%,NJ-509,,,,,12.20%,,
12%,FL-509,,,,,,12.20%,
12%,FL-605,,,12.20%,,,,
12%,MD-510,,,,12.20%,,,
12%,PR-503,,,,,12.20%,,
12%,CA-505,,,,,,,12.20%
12%,MI-518,,,,,,,12.20%
12%,OK-502,,,,12.30%,,,
12%,NY-608,,12.30%,,,,,
12%,PA-505,,12.30%,,,,,
12%,CA-507,,,,,,,12.30%
12%,CA-517,,,,,,12.30%,
12%,SD-500,12.30%,,,,,,
12%,IL-503,12.30%,,,,,,
12%,OH-506,,,12.30%,,,,
12%,NE-500,,,12.30%,,,,
12%,IL-512,,,,12.30%,,,
12%,MD-511,,12.30%,,,,,
12%,VA-503,12.30%,,,,,,
12%,CA-614,,,12.30%,,,,
12%,MN-509,,,12.40%,,,,
12%,AR-508,,,,,,12.40%,
12%,MI-507,,,,,,,12.40%
12%,CA-526,,,,,,,12.40%
12%,SC-500,,,12.40%,,,,
12%,CA-604,,,,,,,12.40%
12%,MA-511,,,,12.40%,,,
12%,NC-500,,,,12.40%,,,
12%,MI-509,,,,,,12.40%,
12%,FL-605,,,,12.40%,,,
12%,MI-513,,,,,12.40%,,
12%,TX-601,,,12.50%,,,,
12%,NY-511,,,,,,,12.50%
12%,MN-506,,,,12.50%,,,
12%,GA-506,12.50%,,,,,,
12%,MN-505,,,,,12.50%,,
12%,CA-502,,,12.50%,,,,
13%,CA-613,12.50%,,,,,,
13%,MI-500,,,12.50%,,,,
13%,MI-511,,12.50%,,,,,
13%,NY-602,,12.50%,,,,,
13%,NY-607,,12.50%,,,,,
13%,OR-504,,,,12.50%,,,
13%,TX-701,12.50%,,,,,,
13%,VA-604,,12.50%,12.50%,,,,
13%,CA-510,,,12.50%,,,,
13%,WI-502,,,,,12.50%,,
13%,NJ-506,,,,,,,12.50%
13%,CA-500,,,,12.50%,,,
13%,GA-500,,,12.50%,,,,
13%,IL-519,,,,,,,12.50%
13%,MI-509,,,,12.60%,,,
13%,GA-505,,,12.60%,,,,
13%,NC-503,,12.60%,,,,,
13%,MD-506,,,12.60%,,,,
13%,NY-603,12.60%,,,,,,
13%,IN-503,,,,12.60%,,,
13%,FL-602,,,,,,,12.60%
13%,PA-500,,,,,,12.60%,
13%,PA-508,,,,,,12.60%,
13%,MI-500,,,,,,12.60%,
13%,IL-511,,,,,12.60%,,
13%,TN-501,,,,,12.60%,,
13%,OH-507,12.60%,,,,,,
13%,ND-500,,12.60%,,,,,
13%,NC-503,,,,12.60%,,,
13%,NY-507,,,,,,,12.60%
13%,PA-506,,,,,12.60%,,
13%,NY-604,,,,,12.60%,,
13%,AR-500,12.60%,,,,,,
13%,LA-500,12.60%,,,,,,
13%,HI-501,,12.60%,,,,,
13%,IA-501,,12.70%,,,,,
13%,CA-518,,,12.70%,,,,
13%,PA-512,,,,12.70%,,,
13%,MI-506,,,,,,,12.70%
13%,TX-607,,12.70%,,,,,
13%,ND-500,,,12.70%,,,,
13%,MI-506,,,12.70%,,,,
13%,IN-503,12.70%,,,,,,
13%,MI-515,,,,,12.70%,,
13%,WI-502,,,,,,12.70%,
13%,NC-503,12.70%,,,,,,
13%,VA-503,,,,12.70%,,,
13%,TX-601,,,,12.70%,,,
13%,FL-503,,12.70%,,,,,
13%,MO-501,12.70%,,,,,,
13%,MI-500,,,,,,,12.80%
13%,IA-501,,,,,12.80%,,
13%,NC-501,,,,,12.80%,,
13%,PA-505,,,,,,12.80%,
13%,MN-506,,,12.80%,,,,
13%,MS-500,,,,,,,12.80%
13%,FL-511,,,,,12.80%,,
13%,NJ-500,,,,12.80%,,,
13%,TX-611,,,,,,12.80%,
13%,NY-601,12.80%,,,,,,
13%,CT-505,,,,,12.80%,,
13%,NH-502,,,,,,,12.80%
13%,NV-502,,12.80%,,,,,
13%,MD-503,,12.80%,,,,,
13%,MD-500,,12.80%,,,,,
13%,MD-510,,,,,12.80%,,
13%,GA-500,,,,,12.80%,,
13%,MO-604K,12.80%,,,,,,
13%,AZ-502,12.80%,,,,,,
13%,NC-509,12.80%,,,,,,
13%,NC-505,,12.80%,,,,,
13%,MD-504,,,,,,12.80%,
13%,NY-525,,,,,,,12.80%
13%,OR-500,12.90%,,,,,,
13%,SC-500,,12.90%,,,,,
13%,NY-501,,,,,,12.90%,
13%,CA-508,,,,12.90%,,,
13%,TX-503,,,,12.90%,,,
13%,OK-500,,,,,,,12.90%
13%,OH-506,,12.90%,,,,,
13%,SC-502,12.90%,,,,,,
13%,LA-500,,,,,,12.90%,
13%,MN-506,,,,,,12.90%,
13%,OH-501,,,,,,12.90%,
13%,NY-603,,,,,,,12.90%
13%,WA-508,,,,12.90%,,,
13%,NC-509,,12.90%,,,,,
13%,PA-505,,,,12.90%,,,
13%,OH-507,,,,,13.00%,,
13%,HI-500,13.00%,,,,,,
13%,SD-500,,,13.00%,,,,
13%,NH-502,,,,,13.00%,,
13%,MN-509,,,,,13.00%,,
13%,PA-512,,,,,,,13.00%
13%,NY-601,,13.00%,,,,,
13%,DC-500,,,,13.00%,,,
13%,NY-514,,,,,,13.00%,
13%,NM-500,,13.00%,,,,,
13%,ME-500,,,,13.00%,,,
13%,WI-502,13.00%,,,,,,
13%,MA-500,13.00%,,,,,,
13%,IL-515,13.00%,,,,,,
13%,IL-518,,,,,,,13.00%
13%,SC-500,,,,,13.00%,,
13%,FL-511,,,,13.00%,,,
13%,NC-500,,,,,,,13.00%
13%,NY-523,,,,,13.10%,,
13%,FL-513,,,,,13.10%,,
13%,IL-511,,,,,,13.10%,
13%,HI-501,13.10%,,,,,,
13%,MD-511,,,13.10%,,,,
13%,MN-509,,,,13.10%,,,
13%,FL-506,,,,,,,13.10%
13%,PA-603,,,13.10%,,,,
13%,MI-503,13.10%,,,,,,
13%,MI-523,,,,,,13.10%,
13%,CA-505,,13.20%,,,,,
13%,AL-503,13.20%,,,,,,
13%,TX-604,,,,,,,13.20%
13%,CT-505,,,,,,,13.20%
13%,FL-603,,,,13.20%,,,
13%,FL-514,,,,,,,13.20%
13%,NH-501,,13.20%,,,,,
13%,AL-503,,13.20%,,,,,
13%,CA-604,,13.20%,,,,,
13%,GA-500,,13.20%,,,,,
13%,IL-511,,,13.20%,,,,
13%,CT-503,,,13.20%,,,,
13%,TX-603,,,13.20%,,,,
13%,MI-517,,,13.20%,,,,
13%,WA-500,,,,,13.20%,,
13%,NM-500,,,13.30%,,,,
13%,CA-500,,,13.30%,,,,
13%,TX-603,,13.30%,,,,,
13%,NY-511,,,,,13.30%,,
13%,TX-500,,13.30%,,,,,
13%,WI-502,,,,,,,13.30%
13%,MI-515,,,,,,,13.30%
13%,NC-501,,,,13.30%,,,
13%,NY-512,,,,,13.30%,,
13%,OK-501,,,13.30%,,,,
13%,VA-514,,,,,13.30%,,
13%,LA-500,,13.30%,,,,,
13%,WA-500,,,,,,,13.30%
13%,IL-514,,,,,,,13.30%
13%,NY-602,,,13.30%,,,,
13%,AR-500,,13.40%,,,,,
13%,FL-501,,,,,13.40%,,
13%,NY-510,,,,13.40%,,,
13%,NH-502,,13.40%,,,,,
13%,MI-515,,,13.40%,,,,
13%,CA-608,,,,13.40%,,,
13%,MD-502,,,13.40%,,,,
13%,MI-504,,,,,,,13.40%
13%,AZ-500,,13.40%,,,,,
13%,VA-501,,,,,,,13.40%
13%,WI-500,,13.40%,,,,,
13%,NJ-503,,,13.40%,,,,
13%,NY-512,,,,,,,13.40%
13%,KS-502,,,,,,,13.40%
13%,GA-503,,,13.40%,,,,
13%,IL-501,,,,,,13.40%,
13%,IA-501,,,,13.50%,,,
13%,IL-511,13.50%,,,,,,
13%,CA-500,,,,,,,13.50%
13%,NJ-506,,13.50%,,,,,
13%,CA-502,,,,,,,13.50%
13%,LA-502,,,,,,,13.50%
13%,MI-505,,,,,13.50%,,
14%,CA-512,13.50%,,,,,,
14%,PA-504,,,,,,13.50%,
14%,FL-509,,,,,13.50%,,
14%,GU-500,,,,,,,13.50%
14%,GA-507,,,,,,13.50%,
14%,NC-507,13.60%,,,,,,
14%,NM-500,,,,,13.60%,,
14%,VA-503,,,,,,13.60%,
14%,IN-502,,13.60%,,,,,
14%,HI-500,,,,,13.60%,,
14%,AL-505,13.60%,13.60%,,,,,
14%,NE-502,,,,13.60%,,,
14%,MI-509,,,13.60%,,,,
14%,MN-508,,,,,13.60%,,
14%,VA-604,,,,,13.60%,,
14%,OH-504,,,,13.60%,,,
14%,FL-519,,,,,,13.60%,
14%,PA-505,,,13.60%,,,,
14%,CA-502,13.60%,,,,,,
14%,MD-510,,,13.60%,,,,
14%,PA-605,,,,,13.60%,,
14%,NH-502,,,,,,13.70%,
14%,WV-500,,,,,13.70%,,
14%,IL-506,,,13.70%,,,,
14%,PA-512,,,,,,13.70%,
14%,NY-508,,,13.70%,,,,
14%,IL-510,13.70%,,,,,,
14%,CO-500,,,,13.70%,,,
14%,OR-500,,13.70%,,,,,
14%,IN-502,13.70%,,,,,,
14%,MI-500,13.70%,,,,,,
14%,MI-500,,13.70%,,,,,
14%,OH-500,,,,,,13.70%,
14%,MN-500,,13.70%,,,,,
14%,NY-600,,,,,,13.80%,
14%,PA-605,,,,,,13.80%,
14%,CA-504,,,13.80%,,,,
14%,OH-500,,,,,,,13.80%
14%,MI-504,,13.80%,,,,,
14%,IL-511,,,,13.80%,,,
14%,MD-601,,,,,,,13.80%
14%,CA-503,,,,,,13.80%,
14%,NY-523,,13.80%,,,,,
14%,FL-504,,,,13.80%,,,
14%,KS-502,,,,,13.80%,,
14%,CA-503,,13.80%,,,,,
14%,MN-500,,,13.90%,,,,
14%,NE-502,,13.90%,,,,,
14%,TN-502,13.90%,,,,,,
14%,OH-504,,,,,,13.90%,
14%,MD-503,13.90%,,,,,,
14%,SC-503,,,,13.90%,,,
14%,TX-503,,,,,,,13.90%
14%,PA-512,,,13.90%,,,,
14%,SC-503,13.90%,,,,,,
14%,AL-501,,13.90%,,,,,
14%,LA-502,13.90%,,,,,,
14%,NM-501,,,,,,,13.90%
14%,MA-500,,,13.90%,,,,
14%,TN-502,,,,,13.90%,,
14%,IL-501,,,,13.90%,,,
14%,VI-500,,,14.00%,,,,
14%,NE-502,,,14.00%,,,,
14%,OK-500,,,,,,14.00%,
14%,PR-502,,,14.00%,,,,
14%,IL-514,,14.00%,,,,,
14%,CA-504,,,,14.00%,,,
14%,WV-508,,,,,,14.00%,
14%,FL-605,,,,,,,14.00%
14%,OK-501,,,,,,,14.00%
14%,VA-514,,,,14.00%,,,
14%,IA-501,14.10%,,,,,,
14%,NY-507,,,,,14.10%,,
14%,NC-504,,,,,,,14.10%
14%,KY-502,,,14.10%,,,,
14%,NY-520,,,,,14.10%,,
14%,VA-514,,,,,,,14.10%
14%,VA-504,,14.10%,,,,,
14%,PR-502,,,,,14.10%,,
14%,FL-504,14.10%,,,,,,
14%,NC-506,,,,,14.20%,,
14%,KS-505,,14.20%,,,,,
14%,CA-500,,,,,14.20%,,
14%,OH-500,,,,,14.20%,,
14%,NE-500,,,,,,14.20%,
14%,MA-509,,,,,,14.20%,
14%,KY-502,,,,,,,14.20%
14%,CA-608,,,,,,,14.20%
14%,PA-600,,,,,,,14.20%
14%,CO-500,,,,,,,14.20%
14%,IN-502,,,14.20%,,,,
14%,VA-514,,,14.30%,,,,
14%,TX-607,14.30%,,,,,,
14%,OH-507,,,,,,,14.30%
14%,CA-506,,,,,,14.30%,
14%,CA-517,14.30%,,,,,,
14%,MI-511,,,14.30%,,,,
14%,NC-513,14.30%,,,,,,
14%,OH-506,14.30%,,,,,,
14%,WV-508,,,,,14.30%,,
14%,LA-503,14.30%,,,,,,
14%,RI-500,,,14.30%,,,,
14%,CO-504,14.30%,,,,,,
14%,IL-520,,,,,,,14.30%
14%,IL-520,,,,14.30%,,,
14%,IL-519,,14.30%,,,,,
14%,PA-504,,,,,,,14.30%
14%,IL-501,,,,,,,14.30%
14%,OK-500,,,,14.40%,,,
14%,MI-518,14.40%,,,,,,
14%,VA-505,,,,,,14.40%,
14%,PA-500,,,,,,,14.40%
14%,NC-502,14.40%,,,,,,
14%,CA-517,,,,,14.40%,,
14%,OH-500,,14.40%,,,,,
14%,NC-504,,,14.40%,,,,
14%,OH-500,,,,14.40%,,,
14%,TX-603,,,,14.40%,,,
14%,FL-507,14.40%,,,,,,
14%,OH-506,,,,,,,14.50%
14%,OK-500,,14.50%,,,,,
14%,NY-602,,,,,,,14.50%
14%,UT-503,,,,14.50%,,,
15%,SC-500,,,,,,14.50%,
15%,NY-513,,,,,,14.50%,
15%,NY-500,,,14.50%,,,,
15%,NY-523,,,,14.50%,,,
15%,WI-503,14.50%,,,,,,
15%,NH-500,,,,14.50%,,,
15%,NJ-502,,,,14.50%,,,
15%,WV-508,,14.60%,,,,,
15%,FL-503,,,14.60%,,,,
15%,PA-605,,,,,,,14.60%
15%,OH-507,,,,,,14.60%,
15%,CA-608,14.60%,,,,,,
15%,CA-520,,,14.60%,,,,
15%,MI-507,,,,,,14.60%,
15%,MD-506,,,,,14.60%,,
15%,CA-512,,,,,14.60%,,
15%,IN-500,14.60%,,,,,,
15%,WI-500,14.60%,,,,,,
15%,SC-502,,,,,,,14.60%
15%,NC-505,,,14.60%,,,,
15%,IL-514,,,14.60%,,,,
15%,NH-500,,,,,,,14.60%
15%,NY-507,,,,,,14.70%,
15%,OR-500,,,,,,,14.70%
15%,FL-504,,,,,14.70%,,
15%,CA-603,,,,14.70%,,,
15%,IL-515,,14.70%,,,,,
15%,VA-603,14.70%,,,,,,
15%,MI-515,,14.70%,,,,,
15%,ME-500,,,,,,,14.70%
15%,CA-503,,,14.70%,,,,
15%,MI-504,,,,14.80%,,,
15%,MO-604M,,,,,14.80%,,
15%,MI-518,,,,,,14.80%,
15%,NC-501,,,14.80%,,,,
15%,CA-512,,,,,,14.80%,
15%,FL-507,,,14.80%,,,,
15%,CA-608,,,14.80%,,,,
15%,AR-508,,,14.80%,,,,
15%,TX-500,14.80%,,,,,,
15%,IL-510,,,,14.80%,,,
15%,NC-504,,,,,14.80%,,
15%,NC-516,,,,,,14.80%,
15%,OK-504,,,14.80%,,,,
15%,CA-518,,14.80%,,,,,
15%,KS-507,,,,14.80%,,,
15%,TN-509,14.80%,,,,,,
15%,MI-506,,14.80%,,,,,
15%,GA-504,,,,,,14.80%,
15%,CA-504,,,,,14.80%,,
15%,TX-500,,,,,,,14.90%
15%,TN-504,,,,,14.90%,,
15%,CA-515,,,,,,,14.90%
15%,WA-508,,,,,,,14.90%
15%,WI-503,,14.90%,,,,,
15%,CA-608,,,,,14.90%,,
15%,TX-600,,,,,,14.90%,
15%,IL-519,,,,14.90%,,,
15%,CA-513,,,,,,,14.90%
15%,CA-604,14.90%,,,,,,
15%,NM-500,14.90%,,,,,,
15%,MI-506,,,,,,15.00%,
15%,FL-514,15.00%,,,,,,
15%,CO-504,,,,,,15.00%,
15%,NY-601,,,,,15.00%,,
15%,VA-603,,,,15.00%,,,
15%,WA-508,,15.00%,,,,,
15%,NY-602,,,,15.00%,,,
15%,CA-503,,,,,,,15.00%
15%,NC-506,,,,,,15.00%,
15%,LA-502,,,,15.10%,,,
15%,TX-700,,,15.10%,,,,
15%,CO-504,,15.10%,,,,,
15%,CA-513,,,15.10%,,,,
15%,NJ-515,,,,,,,15.10%
15%,NY-500,15.10%,,,,,,
15%,OH-500,,,15.10%,,,,
15%,MI-501,,,,15.10%,,,
15%,CT-503,,,,,15.20%,,
15%,PA-512,15.20%,,,,,,
15%,WV-508,,,,,,,15.20%
15%,NY-600,,,,15.20%,,,
15%,IN-500,,15.20%,,,,,
15%,ND-500,,,,,15.20%,,
15%,MI-503,,,15.20%,,,,
15%,TX-601,,,,,15.20%,,
15%,NC-501,15.20%,,,,,,
15%,CA-500,,15.20%,,,,,
15%,TX-700,,,,,,,15.20%
15%,WA-503,,,,,15.20%,,
15%,WV-508,15.20%,,,,,,
15%,AR-501,,15.20%,,,,,
15%,AK-500,,,,15.30%,,,
15%,CA-511,,15.30%,,,,,
15%,CA-504,,,,,,15.30%,
15%,PA-503,,,,,,,15.30%
15%,CT-505,,,,15.30%,,,
15%,PR-502,,,,15.30%,,,
15%,CA-518,15.30%,,,,,,
15%,KS-507,,,,,15.30%,,
15%,DE-500,,,15.30%,,,,
15%,MD-513,,,,15.30%,,,
15%,PA-506,,,,,,15.30%,
15%,RI-500,,,,,,15.30%,
15%,AL-504,,,15.40%,,,,
15%,FL-501,,15.40%,,,,,
15%,MI-501,,,,,15.40%,,
15%,MD-513,,,,,,15.40%,
15%,NY-508,,,,15.40%,,,
15%,NM-500,,,,,,,15.40%
15%,AR-503,15.40%,,,,,,
15%,MI-513,,15.40%,,,,,
15%,OR-503,15.40%,,,,,,
15%,TN-509,,15.40%,,,,,
15%,MI-517,15.40%,,,,,,
15%,NJ-509,,,,,,15.40%,
15%,VA-503,,,,,15.40%,,
15%,SD-500,,,,15.40%,,,
15%,FL-603,15.40%,,,,,,
15%,FL-507,,15.40%,,,,,
15%,WA-500,,,,,,15.40%,
15%,NC-504,,,,,,15.40%,
15%,NM-500,,,,,,15.50%,
15%,WV-501,,,,,,,15.50%
15%,FL-507,,,,,,15.50%,
15%,CA-603,,,15.50%,,,,
15%,CA-513,,,,,,15.50%,
15%,KS-502,15.50%,,,,,,
16%,MD-511,,,,,15.50%,,
16%,CA-509,,,,,,15.50%,
16%,MA-506,,,15.50%,,,,
16%,TX-600,,,,15.50%,,,
16%,OR-501,,,,,,,15.50%
16%,MD-503,,,,15.60%,,,
16%,AR-505,15.60%,,,,,,
16%,WI-503,,,15.60%,,,,
16%,FL-508,,,,15.60%,,,
16%,NE-500,15.60%,,,,,,
16%,CA-510,,,,,,,15.60%
16%,MI-501,,,,,,15.60%,
16%,NC-509,,,,15.60%,,,
16%,GA-507,,,,,15.60%,,
16%,PA-511,,15.60%,,,,,
16%,DE-500,,15.60%,,,,,
16%,OH-508,,,,15.60%,,,
16%,NC-505,,,,,15.60%,,
16%,LA-500,,,,,15.60%,,
16%,AR-505,,15.60%,,,,,
16%,PA-504,,,,15.60%,,,
16%,NE-500,,,,,,,15.60%
16%,NV-500,,,,15.60%,,,
16%,GA-505,,15.60%,,,,,
16%,AL-501,15.60%,,,,,,
16%,NY-508,,,,,,15.70%,
16%,MN-500,,,,,,15.70%,
16%,OH-500,15.70%,,,,,,
16%,NC-507,,15.70%,,,,,
16%,NY-508,,15.70%,,,,,
16%,TX-500,,,,15.70%,,,
16%,CA-513,,,,,15.70%,,
16%,OH-508,,,,,,,15.70%
16%,OR-501,,,,,,15.70%,
16%,WI-502,,,,15.70%,,,
16%,OH-504,,15.80%,,,,,
16%,CA-500,15.80%,,,,,,
16%,OH-505,,,,15.80%,,,
16%,IL-508,,,15.80%,,,,
16%,MI-518,,15.80%,,,,,
16%,MI-501,,,,,,,15.80%
16%,VA-500,,15.80%,,,,,
16%,OR-501,15.80%,,,,,,
16%,VA-500,15.80%,,,,,,
16%,VA-514,,15.80%,,,,,
16%,CT-503,,,,,,15.80%,
16%,WV-500,,,,,,15.80%,
16%,OR-501,,,15.80%,,,,
16%,CT-505,,,15.80%,,,,
16%,NJ-503,,,,15.80%,,,
16%,KS-502,,,15.80%,,,,
16%,OR-503,,15.80%,,,,,
16%,NV-501,,,,,,15.90%,
16%,WV-501,,,15.90%,,,,
16%,VA-602,,,,15.90%,,,
16%,IL-510,,15.90%,,,,,
16%,NH-500,,,15.90%,,,,
16%,CA-524,,,,,,,15.90%
16%,NY-508,,,,,15.90%,,
16%,IL-507,,,,,15.90%,,
16%,NJ-506,,,15.90%,,,,
16%,IN-503,,,,,15.90%,,
16%,MI-517,,,,,,15.90%,
16%,CA-601,,,,,15.90%,,
16%,AZ-502,,15.90%,,,,,
16%,MD-505,,,,,,,15.90%
16%,KS-502,,,,,,16.00%,
16%,GA-507,,,,16.00%,,,
16%,PA-503,,16.00%,,,,,
16%,OR-503,,,16.00%,,,,
16%,OH-505,16.00%,,,,,,
16%,OH-504,,,16.00%,,,,
16%,CA-603,,,,,16.00%,,
16%,FL-512,16.00%,,,,,,
16%,VA-603,,,,,,,16.00%
16%,LA-502,,,,,,16.00%,
16%,NC-506,,,,16.00%,,,
16%,AR-503,,,,16.00%,,,
16%,PA-506,,,,16.00%,,,
16%,IA-501,,,,,,16.00%,
16%,OH-504,,,,,16.00%,,
16%,CA-522,16.00%,,,,,,
16%,NC-516,16.00%,,,,,,
16%,OH-505,,16.10%,,,,,
16%,PA-512,,16.10%,,,,,
16%,CA-515,,,,,16.10%,,
16%,NH-501,16.10%,,,,,,
16%,SC-502,,,,,,16.10%,
16%,NC-500,,,,,,16.10%,
16%,NE-502,16.10%,,,,,,
16%,HI-501,,,16.10%,,,,
16%,DE-500,,,,,,16.10%,
16%,WI-500,,,,,,,16.10%
16%,NY-602,,,,,,16.10%,
16%,NY-600,,,,,16.10%,,
16%,CA-527,,,,,,16.10%,
16%,TX-603,,,,,16.10%,,
16%,MI-517,,16.10%,,,,,
16%,TX-611,,,,,,,16.10%
16%,OR-500,,,,,16.20%,,
16%,IA-501,,,,,,,16.20%
16%,PA-605,,16.20%,,,,,
16%,NC-509,,,,,16.20%,,
16%,NC-504,16.20%,,,,,,
16%,RI-500,,,,,,,16.20%
16%,OK-501,,,,,,16.20%,
16%,NY-500,,,,16.20%,,,
16%,PA-505,16.20%,,,,,,
16%,AR-505,,,,,,,16.20%
16%,OH-505,,,16.20%,,,,
16%,NY-603,,,,,,16.20%,
16%,CA-520,,,,16.30%,,,
16%,WA-504,,,,,,,16.30%
16%,CA-510,,,,,,16.30%,
16%,NC-506,16.30%,,,,,,
16%,OR-501,,,,,16.30%,,
16%,AZ-501,,,,,,,16.30%
16%,TX-603,,,,,,,16.30%
16%,IL-502,,,,,16.30%,,
16%,CA-509,,,,16.30%,,,
16%,FL-507,,,,,16.30%,,
16%,NY-508,,,,,,,16.30%
16%,WV-500,,16.30%,,,,,
16%,CA-510,,,,,16.40%,,
16%,IL-514,16.40%,,,,,,
16%,NV-500,,16.40%,,,,,
16%,CO-504,,,16.40%,,,,
16%,NJ-500,,,,,,16.40%,16.40%
16%,AL-503,,,,,,16.40%,
16%,NV-501,,,,,,,16.40%
16%,FL-600,,,,,,,16.40%
16%,DE-500,16.40%,,,,,,
16%,OK-505,,,,,,16.40%,
16%,AZ-500,16.40%,,,,,,
16%,VA-507,,,,,,,16.50%
16%,WI-501,,,,,,,16.50%
17%,OR-501,,16.50%,,,,,
17%,CT-505,,,,,,16.50%,
17%,WI-500,,,16.50%,,,,
17%,CA-510,,,,16.50%,,,
17%,RI-500,,16.50%,,,,,
17%,KS-507,,16.50%,,,,,
17%,CA-509,,,,,,,16.50%
17%,OK-501,16.50%,,,,,,
17%,IA-502,,,16.60%,,,,
17%,NY-500,,,,,16.60%,,
17%,LA-502,,16.60%,,,,,
17%,IA-502,,16.60%,,,,,
17%,MI-518,,,16.60%,,,,
17%,NY-608,,,,16.60%,,,
17%,MD-601,,16.60%,,,,,
17%,NV-500,,,16.60%,,,,
17%,IL-510,,,16.60%,,,,
17%,AZ-501,,16.60%,,,,,
17%,MD-506,,,,,,16.70%,
17%,NC-513,,,,16.70%,,,
17%,OK-501,,,,,16.70%,,
17%,OK-506,,,16.70%,,,,
17%,SC-502,,16.70%,,,,,
17%,VA-603,,,,,16.70%,,
17%,RI-500,16.70%,,,,,,
17%,PA-503,,,,,16.70%,,
17%,FL-507,,,,,,,16.70%
17%,WV-508,,,16.70%,,,,
17%,NV-500,,,,,16.70%,,
17%,FL-508,,,,,,16.70%,
17%,IL-510,,,,,,16.70%,
17%,CA-507,,16.70%,,,,,
17%,NY-600,,,16.80%,,,,
17%,CO-503,16.80%,,,,,,
17%,MI-513,,,,16.80%,,,
17%,OK-501,,,,16.80%,,,
17%,CA-603,16.80%,,,,,,
17%,MI-506,16.80%,,,,,,
17%,AR-503,,,,,16.80%,,
17%,OH-504,16.80%,,,,,,
17%,NY-601,,,,,,16.80%,
17%,VA-601,,,,,16.80%,,
17%,FL-600,,,,,,16.80%,
17%,CO-504,,,,16.80%,,,
17%,VA-601,,,,,,,16.90%
17%,IL-520,,,16.90%,,,,
17%,OR-503,,,,16.90%,,,
17%,CT-505,,16.90%,,,,,
17%,NY-510,,,,,,,16.90%
17%,GA-500,,,,,,16.90%,
17%,FL-508,,,16.90%,,,,
17%,IL-502,,,,16.90%,,,
17%,MI-508,,,,,,,16.90%
17%,IL-500,,17.00%,,,,,
17%,WA-508,17.00%,,,,,,
17%,NC-500,,17.00%,,,,,
17%,OH-506,,,,,,17.10%,
17%,CA-500,,,,,,17.10%,
17%,FL-503,17.10%,,,,,,
17%,PA-510,,,,17.10%,,,
17%,CA-601,,,,,,,17.10%
17%,NY-608,17.10%,,,,,,
17%,CT-505,17.10%,,,,,,
17%,NH-501,,,,,,17.10%,
17%,CA-511,,,17.10%,,,,
17%,FL-500,,17.10%,,,,,
17%,OR-500,,,,17.10%,,,
17%,AK-500,,,17.10%,,,,
17%,TX-700,,,,,17.10%,,
17%,TN-500,,,,17.10%,,,
17%,DE-500,,,,17.10%,,,
17%,TX-700,,,,17.20%,,,
17%,NY-608,,,17.20%,,,,
17%,AZ-501,,,,,,17.20%,
17%,ME-500,,,17.20%,,,,
17%,MO-604M,,,17.20%,,,,
17%,KS-507,17.20%,,,,,,
17%,FL-515,,17.20%,,,,,
17%,WA-508,,,,,,17.20%,
17%,CA-517,,,,,,,17.20%
17%,IL-501,17.20%,,,,,,
17%,RI-500,,,,,17.20%,,
17%,WA-508,,,17.30%,,,,
17%,WA-503,,,,,,17.30%,
17%,WV-508,,,,17.30%,,,
17%,KY-501,,,,,,17.30%,
17%,TX-500,,,,,,17.30%,
17%,NE-501,17.30%,,,,,,
17%,NC-507,,,,,,,17.30%
17%,CT-503,17.40%,,,,,,
17%,OH-503,,,17.40%,,,,
17%,NY-500,,,,,,17.40%,
17%,CO-504,,,,,17.40%,,
17%,FL-507,,,,17.40%,,,
17%,CT-503,,,,,,,17.40%
17%,MI-505,,,,17.40%,,,
17%,UT-503,,,,,17.40%,,
17%,CO-503,,17.40%,,,,,
17%,NY-500,,,,,,,17.40%
17%,IL-502,,17.40%,,,,,
17%,OH-503,,17.40%,,,,,
17%,MD-513,,,,,,,17.40%
17%,CA-608,,,,,,17.40%,
17%,IL-516,,,,,17.50%,,
